"cardid","readerid","expirationdate","daysleft"
30606,30606,"2027-07-12",931
30611,30611,"2027-07-12",931
15217,15217,"2027-07-12",931
28434,28434,"2027-07-12",931
24884,24884,"2027-07-12",931
2593,2593,"2027-07-12",931
29951,29951,"2027-07-13",932
1766,1766,"2027-07-13",932
6247,6247,"2027-07-13",932
25236,25236,"2027-07-13",932
25015,25015,"2027-07-13",932
13251,13251,"2027-07-13",932
29364,29364,"2027-07-13",932
31091,31091,"2027-07-14",933
10497,10497,"2027-07-14",933
29333,29333,"2027-07-14",933
22398,22398,"2027-07-14",933
22685,22685,"2027-07-14",933
30980,30980,"2027-07-14",933
26218,26218,"2027-07-14",933
31281,31281,"2027-07-15",934
2413,2413,"2027-07-15",934
999,999,"2027-07-16",935
1938,1938,"2027-07-16",935
16541,16541,"2027-07-17",936
9610,9610,"2027-07-17",936
26863,26863,"2027-07-17",936
17196,17196,"2027-07-17",936
18370,18370,"2027-07-17",936
23205,23205,"2027-07-17",936
18108,18108,"2027-07-17",936
4771,4771,"2027-07-18",937
18925,18925,"2027-07-19",938
6369,6369,"2027-07-19",938
5467,5467,"2027-07-19",938
7560,7560,"2027-07-19",938
31448,31448,"2027-07-19",938
5451,5451,"2027-07-20",939
5535,5535,"2027-07-20",939
1948,1948,"2027-07-20",939
32203,32203,"2027-07-20",939
22401,22401,"2027-07-20",939
5851,5851,"2027-07-20",939
1421,1421,"2027-07-21",940
3708,3708,"2027-07-21",940
32194,32194,"2027-07-21",940
6866,6866,"2027-07-21",940
8145,8145,"2027-07-21",940
26582,26582,"2027-07-22",941
15969,15969,"2027-07-22",941
24834,24834,"2027-07-22",941
26885,26885,"2027-07-22",941
13586,13586,"2027-07-22",941
25627,25627,"2027-07-22",941
31861,31861,"2027-07-22",941
10614,10614,"2027-07-22",941
28610,28610,"2027-07-22",941
15326,15326,"2027-07-22",941
28660,28660,"2027-07-23",942
7163,7163,"2027-07-23",942
15298,15298,"2027-07-23",942
16885,16885,"2027-07-23",942
4251,4251,"2027-07-23",942
12178,12178,"2027-07-23",942
344,344,"2027-07-24",943
26902,26902,"2027-07-24",943
19372,19372,"2027-07-25",944
19247,19247,"2027-07-25",944
24466,24466,"2027-07-25",944
2219,2219,"2027-07-25",944
6521,6521,"2027-07-26",945
17132,17132,"2027-07-26",945
18525,18525,"2027-07-26",945
24253,24253,"2027-07-27",946
580,580,"2027-07-27",946
23218,23218,"2027-07-27",946
10034,10034,"2027-07-28",947
2281,2281,"2027-07-28",947
26942,26942,"2027-07-28",947
4394,4394,"2027-07-29",948
9298,9298,"2027-07-29",948
22898,22898,"2027-07-29",948
21260,21260,"2027-07-29",948
3528,3528,"2027-07-29",948
18389,18389,"2027-07-29",948
2388,2388,"2027-07-29",948
32885,32885,"2027-07-30",949
19180,19180,"2027-07-30",949
25730,25730,"2027-07-30",949
26065,26065,"2027-07-30",949
12861,12861,"2027-07-30",949
18368,18368,"2027-07-31",950
21408,21408,"2027-07-31",950
19947,19947,"2027-07-31",950
6179,6179,"2027-07-31",950
4685,4685,"2027-07-31",950
20189,20189,"2027-07-31",950
9960,9960,"2027-07-31",950
24480,24480,"2027-08-01",951
31094,31094,"2027-08-01",951
7053,7053,"2027-08-01",951
5953,5953,"2027-08-01",951
24269,24269,"2027-08-01",951
24112,24112,"2027-08-03",953
31847,31847,"2027-08-03",953
17346,17346,"2027-08-03",953
27379,27379,"2027-08-03",953
18905,18905,"2027-08-03",953
24519,24519,"2027-08-04",954
19662,19662,"2027-08-04",954
3179,3179,"2027-08-04",954
8443,8443,"2027-08-04",954
23874,23874,"2027-08-05",955
9768,9768,"2027-08-05",955
20609,20609,"2027-08-05",955
25460,25460,"2027-08-05",955
22278,22278,"2027-08-06",956
12335,12335,"2027-08-06",956
12474,12474,"2027-08-06",956
4499,4499,"2027-08-06",956
20508,20508,"2027-08-07",957
18591,18591,"2027-08-07",957
4952,4952,"2027-08-07",957
17064,17064,"2027-08-07",957
20390,20390,"2027-08-08",958
21203,21203,"2027-08-08",958
21522,21522,"2027-08-08",958
319,319,"2027-08-08",958
22788,22788,"2027-08-08",958
5328,5328,"2027-08-08",958
22430,22430,"2027-08-08",958
11926,11926,"2027-08-08",958
1674,1674,"2027-08-08",958
17324,17324,"2027-08-09",959
16523,16523,"2027-08-09",959
30208,30208,"2027-08-09",959
29126,29126,"2027-08-09",959
3620,3620,"2027-08-09",959
23405,23405,"2027-08-10",960
11106,11106,"2027-08-10",960
1602,1602,"2027-08-10",960
29361,29361,"2027-08-10",960
7956,7956,"2027-08-10",960
28036,28036,"2027-08-11",961
3201,3201,"2027-08-11",961
30293,30293,"2027-08-11",961
32913,32913,"2027-08-11",961
26988,26988,"2027-08-11",961
29039,29039,"2027-08-11",961
1285,1285,"2027-08-12",962
4783,4783,"2027-08-12",962
23325,23325,"2027-08-12",962
4452,4452,"2027-08-12",962
26145,26145,"2027-08-13",963
9293,9293,"2027-08-13",963
8575,8575,"2027-08-13",963
10306,10306,"2027-08-13",963
15240,15240,"2027-08-14",964
4129,4129,"2027-08-14",964
31752,31752,"2027-08-14",964
5518,5518,"2027-08-15",965
17608,17608,"2027-08-15",965
16536,16536,"2027-08-15",965
11168,11168,"2027-08-16",966
33185,33185,"2027-08-16",966
29057,29057,"2027-08-16",966
20519,20519,"2027-08-16",966
16583,16583,"2027-08-16",966
23520,23520,"2027-08-17",967
4489,4489,"2027-08-17",967
3305,3305,"2027-08-18",968
1104,1104,"2027-08-18",968
30532,30532,"2027-08-18",968
17278,17278,"2027-08-19",969
22648,22648,"2027-08-19",969
31328,31328,"2027-08-19",969
29812,29812,"2027-08-19",969
6459,6459,"2027-08-19",969
33066,33066,"2027-08-20",970
5741,5741,"2027-08-20",970
23163,23163,"2027-08-20",970
16568,16568,"2027-08-20",970
1167,1167,"2027-08-21",971
26542,26542,"2027-08-21",971
19417,19417,"2027-08-21",971
28447,28447,"2027-08-21",971
31143,31143,"2027-08-21",971
15952,15952,"2027-08-23",973
29902,29902,"2027-08-23",973
26918,26918,"2027-08-23",973
13592,13592,"2027-08-24",974
1655,1655,"2027-08-24",974
5794,5794,"2027-08-24",974
24256,24256,"2027-08-24",974
4926,4926,"2027-08-24",974
17704,17704,"2027-08-25",975
2599,2599,"2027-08-25",975
17661,17661,"2027-08-25",975
15284,15284,"2027-08-25",975
15741,15741,"2027-08-25",975
30377,30377,"2027-08-26",976
9725,9725,"2027-08-26",976
19631,19631,"2027-08-27",977
18183,18183,"2027-08-27",977
16728,16728,"2027-08-27",977
9334,9334,"2027-08-28",978
12124,12124,"2027-08-28",978
7611,7611,"2027-08-28",978
21126,21126,"2027-08-28",978
8321,8321,"2027-08-28",978
10183,10183,"2027-08-29",979
27580,27580,"2027-08-29",979
16247,16247,"2027-08-29",979
6040,6040,"2027-08-29",979
1549,1549,"2027-08-30",980
13874,13874,"2027-08-30",980
835,835,"2027-08-30",980
27119,27119,"2027-08-31",981
8640,8640,"2027-08-31",981
11730,11730,"2027-08-31",981
29676,29676,"2027-08-31",981
7563,7563,"2027-08-31",981
4775,4775,"2027-08-31",981
2759,2759,"2027-09-01",982
22134,22134,"2027-09-01",982
21130,21130,"2027-09-01",982
16980,16980,"2027-09-01",982
24941,24941,"2027-09-01",982
28875,28875,"2027-09-01",982
5485,5485,"2027-09-02",983
7993,7993,"2027-09-02",983
21598,21598,"2027-09-02",983
31812,31812,"2027-09-02",983
3625,3625,"2027-09-03",984
17405,17405,"2027-09-03",984
4218,4218,"2027-09-03",984
13991,13991,"2027-09-03",984
25146,25146,"2027-09-04",985
11498,11498,"2027-09-04",985
31582,31582,"2027-09-04",985
8254,8254,"2027-09-04",985
4563,4563,"2027-09-04",985
19535,19535,"2027-09-04",985
25066,25066,"2027-09-04",985
27179,27179,"2027-09-05",986
31550,31550,"2027-09-05",986
20132,20132,"2027-09-05",986
29562,29562,"2027-09-05",986
10492,10492,"2027-09-05",986
30164,30164,"2027-09-05",986
30597,30597,"2027-09-06",987
2400,2400,"2027-09-06",987
7296,7296,"2027-09-06",987
8159,8159,"2027-09-06",987
30702,30702,"2027-09-07",988
14353,14353,"2027-09-07",988
21743,21743,"2027-09-07",988
15623,15623,"2027-09-07",988
5459,5459,"2027-09-08",989
21396,21396,"2027-09-08",989
24246,24246,"2027-09-08",989
22506,22506,"2027-09-08",989
20327,20327,"2027-09-08",989
6759,6759,"2027-09-08",989
30166,30166,"2027-09-08",989
12202,12202,"2027-09-09",990
7542,7542,"2027-09-09",990
7441,7441,"2027-09-09",990
6493,6493,"2027-09-09",990
10451,10451,"2027-09-09",990
11251,11251,"2027-09-10",991
12120,12120,"2027-09-10",991
18215,18215,"2027-09-10",991
22129,22129,"2027-09-10",991
27309,27309,"2027-09-10",991
10442,10442,"2027-09-10",991
7355,7355,"2027-09-10",991
15683,15683,"2027-09-11",992
26154,26154,"2027-09-11",992
17425,17425,"2027-09-11",992
11416,11416,"2027-09-12",993
29218,29218,"2027-09-12",993
10450,10450,"2027-09-12",993
32397,32397,"2027-09-12",993
13618,13618,"2027-09-12",993
31126,31126,"2027-09-13",994
21553,21553,"2027-09-13",994
2498,2498,"2027-09-13",994
19522,19522,"2027-09-14",995
10218,10218,"2027-09-15",996
21908,21908,"2027-09-15",996
7950,7950,"2027-09-15",996
10019,10019,"2027-09-15",996
28509,28509,"2027-09-15",996
8912,8912,"2027-09-16",997
15519,15519,"2027-09-16",997
4466,4466,"2027-09-16",997
6435,6435,"2027-09-16",997
20083,20083,"2027-09-16",997
18578,18578,"2027-09-17",998
11214,11214,"2027-09-18",999
761,761,"2027-09-18",999
30958,30958,"2027-09-18",999
24239,24239,"2027-09-18",999
10876,10876,"2027-09-18",999
6782,6782,"2027-09-18",999
2699,2699,"2027-09-18",999
8212,8212,"2027-09-19",1000
26573,26573,"2027-09-19",1000
3464,3464,"2027-09-19",1000
1306,1306,"2027-09-19",1000
18811,18811,"2027-09-20",1001
28915,28915,"2027-09-20",1001
16631,16631,"2027-09-20",1001
2460,2460,"2027-09-20",1001
26594,26594,"2027-09-21",1002
16767,16767,"2027-09-21",1002
30282,30282,"2027-09-21",1002
23357,23357,"2027-09-21",1002
31213,31213,"2027-09-21",1002
4057,4057,"2027-09-21",1002
24398,24398,"2027-09-21",1002
4754,4754,"2027-09-22",1003
22178,22178,"2027-09-22",1003
19259,19259,"2027-09-22",1003
32588,32588,"2027-09-23",1004
25317,25317,"2027-09-23",1004
25971,25971,"2027-09-23",1004
29980,29980,"2027-09-23",1004
10155,10155,"2027-09-24",1005
21195,21195,"2027-09-24",1005
6488,6488,"2027-09-24",1005
917,917,"2027-09-25",1006
10314,10314,"2027-09-25",1006
20588,20588,"2027-09-25",1006
33116,33116,"2027-09-25",1006
30883,30883,"2027-09-25",1006
21713,21713,"2027-09-26",1007
2127,2127,"2027-09-26",1007
26486,26486,"2027-09-26",1007
14473,14473,"2027-09-27",1008
20837,20837,"2027-09-27",1008
25943,25943,"2027-09-27",1008
26695,26695,"2027-09-27",1008
7193,7193,"2027-09-28",1009
16526,16526,"2027-09-28",1009
30654,30654,"2027-09-28",1009
18915,18915,"2027-09-28",1009
23411,23411,"2027-09-29",1010
7037,7037,"2027-09-29",1010
17872,17872,"2027-09-29",1010
1438,1438,"2027-09-29",1010
5077,5077,"2027-09-29",1010
6276,6276,"2027-09-30",1011
17775,17775,"2027-09-30",1011
12796,12796,"2027-09-30",1011
32582,32582,"2027-09-30",1011
21988,21988,"2027-09-30",1011
19574,19574,"2027-09-30",1011
29934,29934,"2027-10-01",1012
24866,24866,"2027-10-01",1012
29365,29365,"2027-10-01",1012
18548,18548,"2027-10-01",1012
29555,29555,"2027-10-01",1012
13732,13732,"2027-10-01",1012
9596,9596,"2027-10-01",1012
2354,2354,"2027-10-01",1012
4311,4311,"2027-10-01",1012
24858,24858,"2027-10-01",1012
15330,15330,"2027-10-02",1013
14812,14812,"2027-10-02",1013
409,409,"2027-10-02",1013
24225,24225,"2027-10-03",1014
3120,3120,"2027-10-03",1014
25517,25517,"2027-10-03",1014
31342,31342,"2027-10-04",1015
25664,25664,"2027-10-04",1015
16565,16565,"2027-10-04",1015
5185,5185,"2027-10-04",1015
10307,10307,"2027-10-04",1015
29017,29017,"2027-10-04",1015
3875,3875,"2027-10-04",1015
3028,3028,"2027-10-05",1016
11320,11320,"2027-10-05",1016
23088,23088,"2027-10-05",1016
28503,28503,"2027-10-05",1016
25143,25143,"2027-10-05",1016
17241,17241,"2027-10-06",1017
22157,22157,"2027-10-06",1017
16060,16060,"2027-10-06",1017
8720,8720,"2027-10-06",1017
16452,16452,"2027-10-07",1018
28305,28305,"2027-10-07",1018
1508,1508,"2027-10-07",1018
17130,17130,"2027-10-07",1018
26920,26920,"2027-10-07",1018
23409,23409,"2027-10-08",1019
26311,26311,"2027-10-08",1019
7471,7471,"2027-10-09",1020
12869,12869,"2027-10-09",1020
10039,10039,"2027-10-09",1020
7792,7792,"2027-10-09",1020
15229,15229,"2027-10-10",1021
27847,27847,"2027-10-10",1021
12061,12061,"2027-10-10",1021
18435,18435,"2027-10-10",1021
30391,30391,"2027-10-10",1021
16550,16550,"2027-10-10",1021
13500,13500,"2027-10-11",1022
6737,6737,"2027-10-11",1022
4128,4128,"2027-10-11",1022
11523,11523,"2027-10-11",1022
21573,21573,"2027-10-11",1022
30930,30930,"2027-10-11",1022
5508,5508,"2027-10-12",1023
31546,31546,"2027-10-12",1023
963,963,"2027-10-13",1024
9843,9843,"2027-10-13",1024
28341,28341,"2027-10-13",1024
9290,9290,"2027-10-14",1025
29349,29349,"2027-10-14",1025
31783,31783,"2027-10-14",1025
20819,20819,"2027-10-14",1025
27638,27638,"2027-10-15",1026
17958,17958,"2027-10-15",1026
28042,28042,"2027-10-15",1026
1262,1262,"2027-10-15",1026
1323,1323,"2027-10-15",1026
27683,27683,"2027-10-15",1026
25817,25817,"2027-10-15",1026
9324,9324,"2027-10-15",1026
13885,13885,"2027-10-16",1027
18645,18645,"2027-10-16",1027
18965,18965,"2027-10-16",1027
28869,28869,"2027-10-16",1027
27258,27258,"2027-10-16",1027
15723,15723,"2027-10-17",1028
20497,20497,"2027-10-17",1028
15273,15273,"2027-10-17",1028
21724,21724,"2027-10-18",1029
32222,32222,"2027-10-18",1029
7602,7602,"2027-10-18",1029
30573,30573,"2027-10-18",1029
29346,29346,"2027-10-18",1029
9947,9947,"2027-10-18",1029
19704,19704,"2027-10-18",1029
14870,14870,"2027-10-18",1029
20302,20302,"2027-10-18",1029
12687,12687,"2027-10-19",1030
21756,21756,"2027-10-19",1030
21998,21998,"2027-10-19",1030
32815,32815,"2027-10-19",1030
29526,29526,"2027-10-19",1030
2935,2935,"2027-10-20",1031
21370,21370,"2027-10-20",1031
30304,30304,"2027-10-20",1031
9230,9230,"2027-10-21",1032
21587,21587,"2027-10-21",1032
21716,21716,"2027-10-21",1032
32686,32686,"2027-10-21",1032
7996,7996,"2027-10-21",1032
28010,28010,"2027-10-22",1033
9418,9418,"2027-10-22",1033
29852,29852,"2027-10-22",1033
32604,32604,"2027-10-23",1034
21256,21256,"2027-10-23",1034
23439,23439,"2027-10-24",1035
18190,18190,"2027-10-24",1035
12158,12158,"2027-10-24",1035
19647,19647,"2027-10-24",1035
17225,17225,"2027-10-24",1035
17910,17910,"2027-10-25",1036
19028,19028,"2027-10-25",1036
17865,17865,"2027-10-25",1036
20146,20146,"2027-10-25",1036
12907,12907,"2027-10-26",1037
8684,8684,"2027-10-26",1037
17694,17694,"2027-10-26",1037
17157,17157,"2027-10-26",1037
11336,11336,"2027-10-26",1037
28173,28173,"2027-10-26",1037
8880,8880,"2027-10-26",1037
28034,28034,"2027-10-26",1037
21805,21805,"2027-10-27",1038
3056,3056,"2027-10-27",1038
22002,22002,"2027-10-27",1038
17846,17846,"2027-10-27",1038
26467,26467,"2027-10-27",1038
3393,3393,"2027-10-28",1039
18028,18028,"2027-10-28",1039
17074,17074,"2027-10-28",1039
3295,3295,"2027-10-28",1039
25443,25443,"2027-10-28",1039
13210,13210,"2027-10-28",1039
6883,6883,"2027-10-29",1040
17973,17973,"2027-10-29",1040
32374,32374,"2027-10-29",1040
5110,5110,"2027-10-30",1041
19366,19366,"2027-10-30",1041
19718,19718,"2027-10-30",1041
5920,5920,"2027-10-30",1041
7528,7528,"2027-10-31",1042
24473,24473,"2027-10-31",1042
6508,6508,"2027-10-31",1042
24756,24756,"2027-11-01",1043
9964,9964,"2027-11-01",1043
3455,3455,"2027-11-01",1043
31102,31102,"2027-11-01",1043
18760,18760,"2027-11-02",1044
26134,26134,"2027-11-03",1045
25753,25753,"2027-11-03",1045
3763,3763,"2027-11-04",1046
24672,24672,"2027-11-04",1046
18885,18885,"2027-11-04",1046
8592,8592,"2027-11-04",1046
25531,25531,"2027-11-04",1046
31438,31438,"2027-11-04",1046
31711,31711,"2027-11-05",1047
22479,22479,"2027-11-05",1047
11493,11493,"2027-11-05",1047
16797,16797,"2027-11-05",1047
1115,1115,"2027-11-06",1048
9770,9770,"2027-11-06",1048
29390,29390,"2027-11-06",1048
29756,29756,"2027-11-06",1048
987,987,"2027-11-07",1049
24412,24412,"2027-11-08",1050
3702,3702,"2027-11-08",1050
29823,29823,"2027-11-08",1050
24853,24853,"2027-11-08",1050
19449,19449,"2027-11-09",1051
24372,24372,"2027-11-09",1051
3807,3807,"2027-11-09",1051
6950,6950,"2027-11-09",1051
25981,25981,"2027-11-09",1051
15111,15111,"2027-11-09",1051
11501,11501,"2027-11-10",1052
22280,22280,"2027-11-10",1052
22342,22342,"2027-11-10",1052
3448,3448,"2027-11-10",1052
30473,30473,"2027-11-10",1052
14106,14106,"2027-11-11",1053
22196,22196,"2027-11-11",1053
5057,5057,"2027-11-11",1053
9935,9935,"2027-11-11",1053
5071,5071,"2027-11-11",1053
717,717,"2027-11-11",1053
9938,9938,"2027-11-12",1054
7910,7910,"2027-11-13",1055
32611,32611,"2027-11-13",1055
8579,8579,"2027-11-13",1055
29974,29974,"2027-11-13",1055
32086,32086,"2027-11-14",1056
1767,1767,"2027-11-14",1056
23774,23774,"2027-11-14",1056
20780,20780,"2027-11-14",1056
25133,25133,"2027-11-14",1056
30676,30676,"2027-11-14",1056
27280,27280,"2027-11-15",1057
5665,5665,"2027-11-15",1057
5904,5904,"2027-11-15",1057
17711,17711,"2027-11-15",1057
6607,6607,"2027-11-15",1057
14204,14204,"2027-11-16",1058
26328,26328,"2027-11-16",1058
17811,17811,"2027-11-16",1058
10809,10809,"2027-11-16",1058
27027,27027,"2027-11-16",1058
13138,13138,"2027-11-17",1059
4989,4989,"2027-11-17",1059
26016,26016,"2027-11-18",1060
16304,16304,"2027-11-18",1060
2004,2004,"2027-11-18",1060
26352,26352,"2027-11-19",1061
31208,31208,"2027-11-19",1061
6863,6863,"2027-11-19",1061
13922,13922,"2027-11-19",1061
5096,5096,"2027-11-20",1062
4638,4638,"2027-11-20",1062
24981,24981,"2027-11-20",1062
12042,12042,"2027-11-20",1062
407,407,"2027-11-21",1063
14252,14252,"2027-11-21",1063
10632,10632,"2027-11-21",1063
14446,14446,"2027-11-21",1063
10896,10896,"2027-11-21",1063
481,481,"2027-11-22",1064
19646,19646,"2027-11-22",1064
17696,17696,"2027-11-22",1064
23012,23012,"2027-11-22",1064
18623,18623,"2027-11-22",1064
28800,28800,"2027-11-22",1064
33043,33043,"2027-11-22",1064
11278,11278,"2027-11-23",1065
21865,21865,"2027-11-23",1065
7119,7119,"2027-11-24",1066
19497,19497,"2027-11-25",1067
23183,23183,"2027-11-26",1068
1727,1727,"2027-11-26",1068
32863,32863,"2027-11-26",1068
6496,6496,"2027-11-27",1069
11751,11751,"2027-11-27",1069
6918,6918,"2027-11-27",1069
30178,30178,"2027-11-28",1070
33087,33087,"2027-11-28",1070
19193,19193,"2027-11-28",1070
20134,20134,"2027-11-28",1070
17302,17302,"2027-11-29",1071
1935,1935,"2027-11-29",1071
9141,9141,"2027-11-29",1071
11837,11837,"2027-11-29",1071
11755,11755,"2027-11-29",1071
14084,14084,"2027-11-29",1071
14620,14620,"2027-11-29",1071
3614,3614,"2027-11-29",1071
30191,30191,"2027-11-30",1072
6193,6193,"2027-11-30",1072
8655,8655,"2027-11-30",1072
2640,2640,"2027-11-30",1072
27294,27294,"2027-11-30",1072
33142,33142,"2027-12-01",1073
4353,4353,"2027-12-01",1073
29559,29559,"2027-12-01",1073
33040,33040,"2027-12-03",1075
5284,5284,"2027-12-03",1075
689,689,"2027-12-03",1075
3405,3405,"2027-12-03",1075
15490,15490,"2027-12-03",1075
13835,13835,"2027-12-04",1076
17740,17740,"2027-12-04",1076
12088,12088,"2027-12-04",1076
13282,13282,"2027-12-05",1077
3557,3557,"2027-12-05",1077
1211,1211,"2027-12-05",1077
9631,9631,"2027-12-05",1077
27390,27390,"2027-12-05",1077
23951,23951,"2027-12-05",1077
27669,27669,"2027-12-05",1077
25996,25996,"2027-12-06",1078
27077,27077,"2027-12-06",1078
14755,14755,"2027-12-06",1078
24906,24906,"2027-12-07",1079
10052,10052,"2027-12-07",1079
2624,2624,"2027-12-07",1079
13785,13785,"2027-12-07",1079
1886,1886,"2027-12-07",1079
27896,27896,"2027-12-08",1080
10957,10957,"2027-12-08",1080
9027,9027,"2027-12-08",1080
19508,19508,"2027-12-08",1080
13848,13848,"2027-12-08",1080
28300,28300,"2027-12-09",1081
12473,12473,"2027-12-09",1081
27311,27311,"2027-12-09",1081
5732,5732,"2027-12-10",1082
3773,3773,"2027-12-10",1082
4010,4010,"2027-12-10",1082
28473,28473,"2027-12-10",1082
13684,13684,"2027-12-10",1082
30390,30390,"2027-12-11",1083
6925,6925,"2027-12-11",1083
13090,13090,"2027-12-11",1083
6201,6201,"2027-12-11",1083
6928,6928,"2027-12-11",1083
17391,17391,"2027-12-11",1083
4696,4696,"2027-12-12",1084
6937,6937,"2027-12-12",1084
14077,14077,"2027-12-13",1085
32991,32991,"2027-12-13",1085
25742,25742,"2027-12-13",1085
15195,15195,"2027-12-13",1085
18024,18024,"2027-12-13",1085
29699,29699,"2027-12-14",1086
6507,6507,"2027-12-14",1086
3118,3118,"2027-12-14",1086
12209,12209,"2027-12-15",1087
15429,15429,"2027-12-16",1088
16657,16657,"2027-12-16",1088
18762,18762,"2027-12-16",1088
4964,4964,"2027-12-16",1088
30928,30928,"2027-12-16",1088
13635,13635,"2027-12-16",1088
2339,2339,"2027-12-17",1089
29591,29591,"2027-12-17",1089
28076,28076,"2027-12-18",1090
28386,28386,"2027-12-18",1090
23279,23279,"2027-12-19",1091
1166,1166,"2027-12-19",1091
32177,32177,"2027-12-19",1091
9105,9105,"2027-12-19",1091
4756,4756,"2027-12-19",1091
20244,20244,"2027-12-19",1091
6651,6651,"2027-12-19",1091
32889,32889,"2027-12-20",1092
12646,12646,"2027-12-20",1092
1441,1441,"2027-12-20",1092
25464,25464,"2027-12-20",1092
10756,10756,"2027-12-20",1092
